name,kana,per,energy_kcal,protein_g,fat_g,carbs_g,fiber_g,vitA_ug,vitB1_mg,vitB2_mg,vitC_mg
＜キャンデー類＞　ラムネ,＜キャンデー類＞　ラムネ,100,373.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0
＜チョコレート類＞　アーモンドチョコレート,＜チョコレート類＞　アーモンドチョコレート,100,562.0,11.4,40.4,38.2,6.1,43.0,0.0,0.0,0.0
＜チョコレート類＞　カバーリングチョコレート,＜チョコレート類＞　カバーリングチョコレート,100,488.0,7.1,24.3,62.2,3.2,42.0,0.0,0.0,0.0
＜チョコレート類＞　ホワイトチョコレート,＜チョコレート類＞　ホワイトチョコレート,100,588.0,7.2,39.5,55.4,0.6,50.0,0.0,0.0,0.0
＜チョコレート類＞　ミルクチョコレート,＜チョコレート類＞　ミルクチョコレート,100,550.0,6.9,34.1,56.5,3.9,66.0,0.0,0.0,0.0
＜果実菓子類＞　マロングラッセ,＜果実菓子類＞　マロングラッセ,100,303.0,1.1,0.3,75.0,0.0,1.0,0.0,0.0,0.0
＜チューインガム類＞　板ガム,＜チューインガム類＞　板ガム,100,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜チューインガム類＞　糖衣ガム,＜チューインガム類＞　糖衣ガム,100,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜チューインガム類＞　風船ガム,＜チューインガム類＞　風船ガム,100,387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜その他＞　カスタードクリーム,＜その他＞　カスタードクリーム,100,174.0,5.1,7.6,24.6,0.2,120.0,0.0,0.0,1.0
＜その他＞　しるこ　こしあん,＜その他＞　しるこ　こしあん,100,211.0,4.7,0.3,47.1,3.2,0.0,0.0,0.0,0.0
＜その他＞　しるこ　つぶしあん,＜その他＞　しるこ　つぶしあん,100,179.0,4.2,0.4,38.6,4.3,0.0,0.0,0.0,0.0
＜その他＞　チョコレートクリーム,＜その他＞　チョコレートクリーム,100,481.0,4.6,32.0,47.0,0.6,53.0,0.0,0.0,1.0
＜アルコール飲料類＞　（醸造酒類）　清酒　普通酒,＜アルコール飲料類＞　（醸造酒類）　清酒　普通酒,100,107.0,0.4,0.0,2.5,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（醸造酒類）　清酒　純米酒,＜アルコール飲料類＞　（醸造酒類）　清酒　純米酒,100,102.0,0.4,0.0,2.3,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（醸造酒類）　清酒　本醸造酒,＜アルコール飲料類＞　（醸造酒類）　清酒　本醸造酒,100,106.0,0.4,0.0,2.6,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（醸造酒類）　清酒　吟醸酒,＜アルコール飲料類＞　（醸造酒類）　清酒　吟醸酒,100,103.0,0.3,0.0,2.4,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（醸造酒類）　清酒　純米吟醸酒,＜アルコール飲料類＞　（醸造酒類）　清酒　純米吟醸酒,100,102.0,0.4,0.0,2.5,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（醸造酒類）　ビール　淡色,＜アルコール飲料類＞　（醸造酒類）　ビール　淡色,100,39.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（醸造酒類）　ビール　黒,＜アルコール飲料類＞　（醸造酒類）　ビール　黒,100,45.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（醸造酒類）　ビール　スタウト,＜アルコール飲料類＞　（醸造酒類）　ビール　スタウト,100,62.0,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（醸造酒類）　発泡酒,＜アルコール飲料類＞　（醸造酒類）　発泡酒,100,44.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　白,＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　白,100,75.0,0.1,0.0,2.2,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　赤,＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　赤,100,68.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　ロゼ,＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　ロゼ,100,71.0,0.1,0.0,2.5,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（醸造酒類）　紹興酒,＜アルコール飲料類＞　（醸造酒類）　紹興酒,100,126.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　連続式蒸留しょうちゅう,＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　連続式蒸留しょうちゅう,100,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　単式蒸留しょうちゅう,＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　単式蒸留しょうちゅう,100,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　泡盛,＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　泡盛,100,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（蒸留酒類）　ウイスキー,＜アルコール飲料類＞　（蒸留酒類）　ウイスキー,100,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（蒸留酒類）　ブランデー,＜アルコール飲料類＞　（蒸留酒類）　ブランデー,100,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（蒸留酒類）　ウオッカ,＜アルコール飲料類＞　（蒸留酒類）　ウオッカ,100,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（蒸留酒類）　ジン,＜アルコール飲料類＞　（蒸留酒類）　ジン,100,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（蒸留酒類）　ラム,＜アルコール飲料類＞　（蒸留酒類）　ラム,100,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（蒸留酒類）　マオタイ酒,＜アルコール飲料類＞　（蒸留酒類）　マオタイ酒,100,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（混成酒類）　梅酒,＜アルコール飲料類＞　（混成酒類）　梅酒,100,155.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（混成酒類）　合成清酒,＜アルコール飲料類＞　（混成酒類）　合成清酒,100,108.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（混成酒類）　白酒,＜アルコール飲料類＞　（混成酒類）　白酒,100,236.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0
＜アルコール飲料類＞　（混成酒類）　みりん　本みりん,＜アルコール飲料類＞　（混成酒類）　みりん　本みりん,100,241.0,0.3,0.0,26.6,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（混成酒類）　みりん　本直し,＜アルコール飲料類＞　（混成酒類）　みりん　本直し,100,179.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（混成酒類）　薬味酒,＜アルコール飲料類＞　（混成酒類）　薬味酒,100,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（混成酒類）　キュラソー,＜アルコール飲料類＞　（混成酒類）　キュラソー,100,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（混成酒類）　スイートワイン,＜アルコール飲料類＞　（混成酒類）　スイートワイン,100,125.0,0.1,0.0,12.2,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（混成酒類）　ペパーミント,＜アルコール飲料類＞　（混成酒類）　ペパーミント,100,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（混成酒類）　ベルモット　甘口タイプ,＜アルコール飲料類＞　（混成酒類）　ベルモット　甘口タイプ,100,151.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（混成酒類）　ベルモット　辛口タイプ,＜アルコール飲料類＞　（混成酒類）　ベルモット　辛口タイプ,100,113.0,0.1,0.0,3.0,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（混成酒類）　缶チューハイ　レモン風味,＜アルコール飲料類＞　（混成酒類）　缶チューハイ　レモン風味,100,51.0,0.0,0.0,1.8,0.1,0.0,0.0,0.0,0.0
＜茶類＞　（緑茶類）　玉露　茶,＜茶類＞　（緑茶類）　玉露　茶,100,241.0,29.1,4.1,0.0,43.9,1800.0,0.0,0.0,110.0
＜茶類＞　（緑茶類）　玉露　浸出液,＜茶類＞　（緑茶類）　玉露　浸出液,100,5.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,19.0
＜茶類＞　（緑茶類）　抹茶　茶,＜茶類＞　（緑茶類）　抹茶　茶,100,237.0,29.6,5.3,1.5,38.5,2400.0,0.0,0.0,60.0
＜茶類＞　（緑茶類）　せん茶　茶,＜茶類＞　（緑茶類）　せん茶　茶,100,229.0,24.5,4.7,0.0,46.5,1100.0,0.0,0.0,260.0
＜茶類＞　（緑茶類）　せん茶　浸出液,＜茶類＞　（緑茶類）　せん茶　浸出液,100,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0
＜茶類＞　（緑茶類）　かまいり茶　浸出液,＜茶類＞　（緑茶類）　かまいり茶　浸出液,100,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0
＜茶類＞　（緑茶類）　番茶　浸出液,＜茶類＞　（緑茶類）　番茶　浸出液,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
＜茶類＞　（緑茶類）　ほうじ茶　浸出液,＜茶類＞　（緑茶類）　ほうじ茶　浸出液,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜茶類＞　（緑茶類）　玄米茶　浸出液,＜茶類＞　（緑茶類）　玄米茶　浸出液,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
＜茶類＞　（発酵茶類）　ウーロン茶　浸出液,＜茶類＞　（発酵茶類）　ウーロン茶　浸出液,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜茶類＞　（発酵茶類）　紅茶　茶,＜茶類＞　（発酵茶類）　紅茶　茶,100,234.0,20.3,2.5,0.0,38.1,75.0,0.0,0.0,0.0
＜茶類＞　（発酵茶類）　紅茶　浸出液,＜茶類＞　（発酵茶類）　紅茶　浸出液,100,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜コーヒー・ココア類＞　コーヒー　浸出液,＜コーヒー・ココア類＞　コーヒー　浸出液,100,4.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜コーヒー・ココア類＞　コーヒー　インスタントコーヒー,＜コーヒー・ココア類＞　コーヒー　インスタントコーヒー,100,287.0,14.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0
＜コーヒー・ココア類＞　コーヒー　コーヒー飲料　乳成分入り　加糖,＜コーヒー・ココア類＞　コーヒー　コーヒー飲料　乳成分入り　加糖,100,38.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0
＜コーヒー・ココア類＞　ココア　ピュアココア,＜コーヒー・ココア類＞　ココア　ピュアココア,100,386.0,18.5,21.6,9.6,23.9,3.0,0.0,0.0,0.0
＜コーヒー・ココア類＞　ココア　ミルクココア,＜コーヒー・ココア類＞　ココア　ミルクココア,100,400.0,7.4,6.8,0.0,5.5,8.0,0.0,0.0,0.0
＜その他＞　青汁　ケール,＜その他＞　青汁　ケール,100,312.0,13.8,4.4,0.0,28.0,860.0,0.0,0.0,1100.0
＜その他＞　甘酒,＜その他＞　甘酒,100,76.0,1.7,0.1,16.9,0.4,0.0,0.0,0.0,0.0
＜その他＞　昆布茶,＜その他＞　昆布茶,100,173.0,5.2,0.2,33.4,2.8,3.0,0.0,0.0,6.0
＜その他＞　スポーツドリンク,＜その他＞　スポーツドリンク,100,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜その他＞　（炭酸飲料類）　果実色飲料,＜その他＞　（炭酸飲料類）　果実色飲料,100,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜その他＞　（炭酸飲料類）　コーラ,＜その他＞　（炭酸飲料類）　コーラ,100,46.0,0.1,0.0,12.0,0.0,0.0,0.0,0.0,0.0
＜その他＞　（炭酸飲料類）　サイダー,＜その他＞　（炭酸飲料類）　サイダー,100,41.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
＜その他＞　（炭酸飲料類）　ビール風味炭酸飲料,＜その他＞　（炭酸飲料類）　ビール風味炭酸飲料,100,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,8.0
＜その他＞　なぎなたこうじゅ　浸出液,＜その他＞　なぎなたこうじゅ　浸出液,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜その他＞　麦茶　浸出液,＜その他＞　麦茶　浸出液,100,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（ウスターソース類）　ウスターソース,＜調味料類＞　（ウスターソース類）　ウスターソース,100,117.0,1.0,0.1,23.8,0.5,4.0,0.0,0.0,0.0
＜調味料類＞　（ウスターソース類）　中濃ソース,＜調味料類＞　（ウスターソース類）　中濃ソース,100,129.0,0.8,0.1,26.6,1.0,7.0,0.0,0.0,0.0
＜調味料類＞　（ウスターソース類）　濃厚ソース,＜調味料類＞　（ウスターソース類）　濃厚ソース,100,130.0,0.9,0.1,26.7,1.0,9.0,0.0,0.0,0.0
＜調味料類＞　（ウスターソース類）　お好み焼きソース,＜調味料類＞　（ウスターソース類）　お好み焼きソース,100,144.0,1.6,0.1,29.1,0.9,17.0,0.0,0.0,3.0
＜調味料類＞　（辛味調味料類）　トウバンジャン,＜調味料類＞　（辛味調味料類）　トウバンジャン,100,49.0,2.0,2.3,0.0,4.3,120.0,0.0,0.0,3.0
＜調味料類＞　（辛味調味料類）　チリペッパーソース,＜調味料類＞　（辛味調味料類）　チリペッパーソース,100,58.0,0.7,0.5,0.0,0.0,130.0,0.0,0.0,0.0
＜調味料類＞　（辛味調味料類）　ラー油,＜調味料類＞　（辛味調味料類）　ラー油,100,887.0,0.1,99.8,0.0,0.0,59.0,0.0,0.0,0.0
＜調味料類＞　（しょうゆ類）　こいくちしょうゆ,＜調味料類＞　（しょうゆ類）　こいくちしょうゆ,100,76.0,7.7,0.0,1.6,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（しょうゆ類）　こいくちしょうゆ　減塩,＜調味料類＞　（しょうゆ類）　こいくちしょうゆ　減塩,100,68.0,8.1,0.0,1.3,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（しょうゆ類）　うすくちしょうゆ,＜調味料類＞　（しょうゆ類）　うすくちしょうゆ,100,60.0,5.7,0.0,2.6,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（しょうゆ類）　うすくちしょうゆ　低塩,＜調味料類＞　（しょうゆ類）　うすくちしょうゆ　低塩,100,77.0,6.4,0.0,2.5,0.0,0.0,0.0,0.0,4.0
＜調味料類＞　（しょうゆ類）　たまりしょうゆ,＜調味料類＞　（しょうゆ類）　たまりしょうゆ,100,111.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（しょうゆ類）　さいしこみしょうゆ,＜調味料類＞　（しょうゆ類）　さいしこみしょうゆ,100,101.0,9.6,0.0,1.9,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（しょうゆ類）　しろしょうゆ,＜調味料類＞　（しょうゆ類）　しろしょうゆ,100,86.0,2.5,0.0,1.8,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（しょうゆ類）　だししょうゆ,＜調味料類＞　（しょうゆ類）　だししょうゆ,100,39.0,4.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（しょうゆ類）　照りしょうゆ,＜調味料類＞　（しょうゆ類）　照りしょうゆ,100,172.0,2.4,0.0,20.4,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（食塩類）　食塩,＜調味料類＞　（食塩類）　食塩,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（食塩類）　並塩,＜調味料類＞　（食塩類）　並塩,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（食塩類）　減塩タイプ食塩　調味料含む,＜調味料類＞　（食塩類）　減塩タイプ食塩　調味料含む,100,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（食塩類）　減塩タイプ食塩　調味料不使用,＜調味料類＞　（食塩類）　減塩タイプ食塩　調味料不使用,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（食塩類）　精製塩　家庭用,＜調味料類＞　（食塩類）　精製塩　家庭用,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（食塩類）　精製塩　業務用,＜調味料類＞　（食塩類）　精製塩　業務用,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（食酢類）　黒酢,＜調味料類＞　（食酢類）　黒酢,100,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（食酢類）　穀物酢,＜調味料類＞　（食酢類）　穀物酢,100,25.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（食酢類）　米酢,＜調味料類＞　（食酢類）　米酢,100,46.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（食酢類）　果実酢　バルサミコ酢,＜調味料類＞　（食酢類）　果実酢　バルサミコ酢,100,99.0,0.5,0.0,16.4,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（食酢類）　果実酢　ぶどう酢,＜調味料類＞　（食酢類）　果実酢　ぶどう酢,100,22.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（食酢類）　果実酢　りんご酢,＜調味料類＞　（食酢類）　果実酢　りんご酢,100,26.0,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　あごだし,＜調味料類＞　（だし類）　あごだし,100,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　かつおだし　荒節,＜調味料類＞　（だし類）　かつおだし　荒節,100,2.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　かつおだし　本枯れ節,＜調味料類＞　（だし類）　かつおだし　本枯れ節,100,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　昆布だし　水出し,＜調味料類＞　（だし類）　昆布だし　水出し,100,4.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　昆布だし　煮出し,＜調味料類＞　（だし類）　昆布だし　煮出し,100,5.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　かつお・昆布だし　荒節・昆布だし,＜調味料類＞　（だし類）　かつお・昆布だし　荒節・昆布だし,100,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　かつお・昆布だし　本枯れ節・昆布だし,＜調味料類＞　（だし類）　かつお・昆布だし　本枯れ節・昆布だし,100,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　しいたけだし,＜調味料類＞　（だし類）　しいたけだし,100,4.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　煮干しだし,＜調味料類＞　（だし類）　煮干しだし,100,1.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　鶏がらだし,＜調味料類＞　（だし類）　鶏がらだし,100,7.0,0.9,0.4,0.0,0.0,1.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　中華だし,＜調味料類＞　（だし類）　中華だし,100,3.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　洋風だし,＜調味料類＞　（だし類）　洋風だし,100,6.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　固形ブイヨン,＜調味料類＞　（だし類）　固形ブイヨン,100,233.0,7.0,4.3,0.0,0.3,0.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　顆粒おでん用,＜調味料類＞　（だし類）　顆粒おでん用,100,166.0,9.6,0.1,20.3,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　顆粒中華だし,＜調味料類＞　（だし類）　顆粒中華だし,100,210.0,12.6,1.6,0.0,0.0,3.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　顆粒和風だし,＜調味料類＞　（だし類）　顆粒和風だし,100,223.0,24.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　なべつゆ　ストレート　しょうゆ味,＜調味料類＞　（だし類）　なべつゆ　ストレート　しょうゆ味,100,20.0,1.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　めんつゆ　ストレート,＜調味料類＞　（だし類）　めんつゆ　ストレート,100,44.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　めんつゆ　二倍濃縮,＜調味料類＞　（だし類）　めんつゆ　二倍濃縮,100,71.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　めんつゆ　三倍濃縮,＜調味料類＞　（だし類）　めんつゆ　三倍濃縮,100,98.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　ラーメンスープ　濃縮　しょうゆ味　ストレートしょうゆ味,＜調味料類＞　（だし類）　ラーメンスープ　濃縮　しょうゆ味　ストレートしょうゆ味,100,157.0,3.3,11.7,3.6,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　ラーメンスープ　濃縮　みそ味　ストレートみそ味,＜調味料類＞　（だし類）　ラーメンスープ　濃縮　みそ味　ストレートみそ味,100,187.0,6.4,11.0,5.1,1.6,2.0,0.0,0.0,0.0
＜調味料類＞　（調味ソース類）　甘酢,＜調味料類＞　（調味ソース類）　甘酢,100,116.0,0.1,0.0,26.6,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（調味ソース類）　エビチリの素,＜調味料類＞　（調味ソース類）　エビチリの素,100,54.0,1.2,1.4,7.5,0.6,13.0,0.0,0.0,1.0
＜調味料類＞　（調味ソース類）　オイスターソース,＜調味料類＞　（調味ソース類）　オイスターソース,100,105.0,7.7,0.3,0.0,0.2,0.0,0.0,0.0,0.0
＜調味料類＞　（調味ソース類）　黄身酢,＜調味料類＞　（調味ソース類）　黄身酢,100,219.0,6.3,13.1,19.4,0.0,270.0,0.0,0.0,0.0
＜調味料類＞　（調味ソース類）　魚醤油　いかなごしょうゆ,＜調味料類＞　（調味ソース類）　魚醤油　いかなごしょうゆ,100,64.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（調味ソース類）　魚醤油　いしる　（いしり）,＜調味料類＞　（調味ソース類）　魚醤油　いしる　（いしり）,100,67.0,12.8,0.0,0.1,0.3,0.0,0.0,0.0,0.0
＜調味料類＞　（調味ソース類）　魚醤油　しょっつる,＜調味料類＞　（調味ソース類）　魚醤油　しょっつる,100,29.0,6.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0
＜調味料類＞　（調味ソース類）　魚醤油　ナンプラー,＜調味料類＞　（調味ソース類）　魚醤油　ナンプラー,100,47.0,9.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（調味ソース類）　ごま酢,＜調味料類＞　（調味ソース類）　ごま酢,100,212.0,4.0,8.0,24.0,1.9,0.0,0.0,0.0,0.0
＜調味料類＞　（調味ソース類）　ごまだれ,＜調味料類＞　（調味ソース類）　ごまだれ,100,282.0,7.2,15.1,19.9,3.0,4.0,0.0,0.0,0.0
＜調味料類＞　（調味ソース類）　三杯酢,＜調味料類＞　（調味ソース類）　三杯酢,100,85.0,0.9,0.0,12.3,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（調味ソース類）　二杯酢,＜調味料類＞　（調味ソース類）　二杯酢,100,59.0,3.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（調味ソース類）　すし酢　ちらし・稲荷用,＜調味料類＞　（調味ソース類）　すし酢　ちらし・稲荷用,100,150.0,0.1,0.0,30.1,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（調味ソース類）　すし酢　にぎり用,＜調味料類＞　（調味ソース類）　すし酢　にぎり用,100,70.0,0.2,0.0,8.2,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（調味ソース類）　すし酢　巻き寿司・箱寿司用,＜調味料類＞　（調味ソース類）　すし酢　巻き寿司・箱寿司用,100,107.0,0.1,0.0,18.3,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（調味ソース類）　中華風合わせ酢,＜調味料類＞　（調味ソース類）　中華風合わせ酢,100,153.0,3.0,3.4,19.6,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（調味ソース類）　デミグラスソース,＜調味料類＞　（調味ソース類）　デミグラスソース,100,82.0,2.9,3.0,0.0,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（調味ソース類）　テンメンジャン,＜調味料類＞　（調味ソース類）　テンメンジャン,100,249.0,8.5,7.7,0.0,3.1,0.0,0.0,0.0,0.0
＜調味料類＞　（調味ソース類）　冷やし中華のたれ,＜調味料類＞　（調味ソース類）　冷やし中華のたれ,100,114.0,2.1,1.2,19.5,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（調味ソース類）　ホワイトソース,＜調味料類＞　（調味ソース類）　ホワイトソース,100,99.0,1.8,6.2,5.3,0.4,0.0,0.0,0.0,0.0
＜調味料類＞　（調味ソース類）　ぽん酢しょうゆ,＜調味料類＞　（調味ソース類）　ぽん酢しょうゆ,100,49.0,3.4,0.1,0.7,0.2,1.0,0.0,0.0,24.0
＜調味料類＞　（調味ソース類）　ぽん酢しょうゆ　市販品,＜調味料類＞　（調味ソース類）　ぽん酢しょうゆ　市販品,100,59.0,3.7,0.0,6.9,0.3,0.0,0.0,0.0,0.0
＜調味料類＞　（調味ソース類）　マーボー豆腐の素,＜調味料類＞　（調味ソース類）　マーボー豆腐の素,100,115.0,4.2,6.3,0.0,0.0,9.0,0.0,0.0,2.0
＜調味料類＞　（調味ソース類）　マリネ液,＜調味料類＞　（調味ソース類）　マリネ液,100,66.0,0.1,0.0,10.5,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（調味ソース類）　ミートソース,＜調味料類＞　（調味ソース類）　ミートソース,100,96.0,3.8,5.0,9.4,0.0,49.0,0.0,0.0,6.0
＜調味料類＞　（調味ソース類）　焼きそば粉末ソース,＜調味料類＞　（調味ソース類）　焼きそば粉末ソース,100,248.0,5.6,0.7,51.5,3.3,4.0,0.0,0.0,0.0
