name,kana,per,energy_kcal,protein_g,fat_g,carbs_g,fiber_g,vitA_ug,vitB1_mg,vitB2_mg,vitC_mg
＜その他＞　あみ　つくだ煮,＜その他＞　あみ　つくだ煮,100,230.0,19.1,1.8,0.0,0.0,170.0,0.0,0.0,0.0
＜その他＞　あみ　塩辛,＜その他＞　あみ　塩辛,100,62.0,12.9,1.1,0.0,0.0,65.0,0.0,0.0,0.0
＜その他＞　うに　生うに,＜その他＞　うに　生うに,100,109.0,16.0,4.8,3.0,0.0,58.0,0.0,0.0,3.0
＜その他＞　うに　粒うに,＜その他＞　うに　粒うに,100,172.0,17.2,5.8,0.0,0.0,83.0,0.0,0.0,0.0
＜その他＞　うに　練りうに,＜その他＞　うに　練りうに,100,166.0,13.5,2.9,0.0,0.0,25.0,0.0,0.0,0.0
＜その他＞　おきあみ　生,＜その他＞　おきあみ　生,100,84.0,15.0,3.2,0.2,0.0,180.0,0.0,0.0,2.0
＜その他＞　おきあみ　ゆで,＜その他＞　おきあみ　ゆで,100,78.0,13.8,3.0,0.0,0.0,150.0,0.0,0.0,1.0
＜その他＞　くらげ　塩蔵　塩抜き,＜その他＞　くらげ　塩蔵　塩抜き,100,21.0,5.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0
＜その他＞　しゃこ　ゆで,＜その他＞　しゃこ　ゆで,100,89.0,19.2,1.7,0.2,0.0,180.0,0.0,0.0,0.0
＜その他＞　なまこ　生,＜その他＞　なまこ　生,100,22.0,4.6,0.3,0.5,0.0,0.0,0.0,0.0,0.0
＜その他＞　なまこ　このわた,＜その他＞　なまこ　このわた,100,54.0,11.4,1.8,0.5,0.0,66.0,0.0,0.0,0.0
＜その他＞　ほや　生,＜その他＞　ほや　生,100,27.0,5.0,0.8,0.7,0.0,0.0,0.0,0.0,3.0
＜その他＞　ほや　塩辛,＜その他＞　ほや　塩辛,100,69.0,11.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0
＜水産練り製品＞　かに風味かまぼこ,＜水産練り製品＞　かに風味かまぼこ,100,89.0,12.1,0.5,0.0,0.0,21.0,0.0,0.0,1.0
＜水産練り製品＞　黒はんぺん,＜水産練り製品＞　黒はんぺん,100,119.0,11.2,2.9,12.9,0.9,4.0,0.0,0.0,0.0
＜水産練り製品＞　昆布巻きかまぼこ,＜水産練り製品＞　昆布巻きかまぼこ,100,83.0,8.9,0.5,0.0,0.0,6.0,0.0,0.0,0.0
＜水産練り製品＞　す巻きかまぼこ,＜水産練り製品＞　す巻きかまぼこ,100,89.0,12.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
＜水産練り製品＞　蒸しかまぼこ,＜水産練り製品＞　蒸しかまぼこ,100,93.0,12.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
＜水産練り製品＞　焼き抜きかまぼこ,＜水産練り製品＞　焼き抜きかまぼこ,100,102.0,16.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
＜水産練り製品＞　焼き竹輪,＜水産練り製品＞　焼き竹輪,100,119.0,12.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
＜水産練り製品＞　だて巻,＜水産練り製品＞　だて巻,100,190.0,14.6,7.5,0.0,0.0,60.0,0.0,0.0,0.0
＜水産練り製品＞　つみれ,＜水産練り製品＞　つみれ,100,104.0,12.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0
＜水産練り製品＞　なると,＜水産練り製品＞　なると,100,80.0,7.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0
＜水産練り製品＞　はんぺん,＜水産練り製品＞　はんぺん,100,93.0,9.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
＜水産練り製品＞　さつま揚げ,＜水産練り製品＞　さつま揚げ,100,135.0,12.5,3.7,0.0,0.0,0.0,0.0,0.0,0.0
＜水産練り製品＞　魚肉ハム,＜水産練り製品＞　魚肉ハム,100,155.0,13.4,6.7,0.0,0.0,0.0,0.0,0.0,0.0
＜水産練り製品＞　魚肉ソーセージ,＜水産練り製品＞　魚肉ソーセージ,100,158.0,11.5,7.2,0.0,0.0,0.0,0.0,0.0,0.0
＜畜肉類＞　いのしし　肉　脂身つき　生,＜畜肉類＞　いのしし　肉　脂身つき　生,100,249.0,18.8,19.8,0.5,0.0,4.0,0.0,0.0,1.0
＜畜肉類＞　いのぶた　肉　脂身つき　生,＜畜肉類＞　いのぶた　肉　脂身つき　生,100,275.0,18.1,24.1,0.3,0.0,11.0,0.0,0.0,1.0
＜畜肉類＞　うさぎ　肉　赤肉　生,＜畜肉類＞　うさぎ　肉　赤肉　生,100,131.0,20.5,6.3,0.0,0.0,3.0,0.0,0.0,1.0
＜畜肉類＞　うし　［和牛肉］　かた　脂身つき　生,＜畜肉類＞　うし　［和牛肉］　かた　脂身つき　生,100,258.0,17.7,22.3,0.3,0.0,0.0,0.0,0.0,1.0
＜畜肉類＞　うし　［和牛肉］　かた　皮下脂肪なし　生,＜畜肉類＞　うし　［和牛肉］　かた　皮下脂肪なし　生,100,239.0,18.3,19.8,0.3,0.0,0.0,0.0,0.0,1.0
＜畜肉類＞　うし　［和牛肉］　かた　赤肉　生,＜畜肉類＞　うし　［和牛肉］　かた　赤肉　生,100,183.0,20.2,12.2,0.3,0.0,0.0,0.0,0.0,1.0
＜畜肉類＞　うし　［和牛肉］　かた　脂身　生,＜畜肉類＞　うし　［和牛肉］　かた　脂身　生,100,692.0,4.0,78.0,0.0,0.0,3.0,0.0,0.0,0.0
＜畜肉類＞　うし　［和牛肉］　かたロース　脂身つき　生,＜畜肉類＞　うし　［和牛肉］　かたロース　脂身つき　生,100,380.0,13.8,37.4,0.2,0.0,3.0,0.0,0.0,1.0
＜畜肉類＞　うし　［和牛肉］　かたロース　皮下脂肪なし　生,＜畜肉類＞　うし　［和牛肉］　かたロース　皮下脂肪なし　生,100,373.0,14.0,36.5,0.2,0.0,3.0,0.0,0.0,1.0
＜畜肉類＞　うし　［和牛肉］　かたロース　赤肉　生,＜畜肉類＞　うし　［和牛肉］　かたロース　赤肉　生,100,293.0,16.5,26.1,0.2,0.0,3.0,0.0,0.0,1.0
＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　生,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　生,100,514.0,9.7,56.5,0.1,0.0,11.0,0.0,0.0,1.0
＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　ゆで,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　ゆで,100,539.0,12.6,58.2,0.1,0.0,8.0,0.0,0.0,0.0
＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　焼き,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　焼き,100,541.0,14.6,56.8,0.2,0.0,8.0,0.0,0.0,1.0
＜畜肉類＞　うし　［和牛肉］　リブロース　皮下脂肪なし　生,＜畜肉類＞　うし　［和牛肉］　リブロース　皮下脂肪なし　生,100,502.0,10.3,54.4,0.1,0.0,10.0,0.0,0.0,1.0
＜畜肉類＞　うし　［和牛肉］　リブロース　赤肉　生,＜畜肉類＞　うし　［和牛肉］　リブロース　赤肉　生,100,395.0,14.0,40.0,0.2,0.0,7.0,0.0,0.0,1.0
＜畜肉類＞　うし　［和牛肉］　リブロース　脂身　生,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身　生,100,674.0,4.2,78.0,0.0,0.0,16.0,0.0,0.0,0.0
＜畜肉類＞　うし　［和牛肉］　サーロイン　脂身つき　生,＜畜肉類＞　うし　［和牛肉］　サーロイン　脂身つき　生,100,460.0,11.7,47.5,0.3,0.0,3.0,0.0,0.0,1.0
＜畜肉類＞　うし　［和牛肉］　サーロイン　皮下脂肪なし　生,＜畜肉類＞　うし　［和牛肉］　サーロイン　皮下脂肪なし　生,100,422.0,12.9,42.5,0.3,0.0,3.0,0.0,0.0,1.0
＜畜肉類＞　うし　［和牛肉］　サーロイン　赤肉　生,＜畜肉類＞　うし　［和牛肉］　サーロイン　赤肉　生,100,294.0,17.1,25.8,0.4,0.0,2.0,0.0,0.0,1.0
＜畜肉類＞　うし　［和牛肉］　ばら　脂身つき　生,＜畜肉類＞　うし　［和牛肉］　ばら　脂身つき　生,100,472.0,11.0,50.0,0.1,0.0,3.0,0.0,0.0,1.0
＜畜肉類＞　うし　［和牛肉］　もも　脂身つき　生,＜畜肉類＞　うし　［和牛肉］　もも　脂身つき　生,100,235.0,19.2,18.7,0.5,0.0,0.0,0.0,0.0,1.0
＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　生,＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　生,100,212.0,20.2,15.5,0.5,0.0,0.0,0.0,0.0,1.0
＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　ゆで,＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　ゆで,100,302.0,25.7,23.3,0.2,0.0,0.0,0.0,0.0,0.0
＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　焼き,＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　焼き,100,300.0,27.7,22.7,0.5,0.0,0.0,0.0,0.0,1.0
＜畜肉類＞　うし　［和牛肉］　もも　赤肉　生,＜畜肉類＞　うし　［和牛肉］　もも　赤肉　生,100,176.0,21.3,10.7,0.5,0.0,0.0,0.0,0.0,1.0
＜畜肉類＞　うし　［和牛肉］　もも　脂身　生,＜畜肉類＞　うし　［和牛肉］　もも　脂身　生,100,664.0,4.4,75.4,0.0,0.0,3.0,0.0,0.0,1.0
＜畜肉類＞　うし　［和牛肉］　そともも　脂身つき　生,＜畜肉類＞　うし　［和牛肉］　そともも　脂身つき　生,100,244.0,17.8,20.0,0.5,0.0,1.0,0.0,0.0,1.0
＜畜肉類＞　うし　［和牛肉］　そともも　皮下脂肪なし　生,＜畜肉類＞　うし　［和牛肉］　そともも　皮下脂肪なし　生,100,219.0,18.7,16.6,0.5,0.0,0.0,0.0,0.0,1.0
＜畜肉類＞　うし　［和牛肉］　そともも　赤肉　生,＜畜肉類＞　うし　［和牛肉］　そともも　赤肉　生,100,159.0,20.7,8.7,0.5,0.0,0.0,0.0,0.0,1.0
＜畜肉類＞　うし　［和牛肉］　ランプ　脂身つき　生,＜畜肉類＞　うし　［和牛肉］　ランプ　脂身つき　生,100,319.0,15.1,29.9,0.4,0.0,2.0,0.0,0.0,1.0
＜畜肉類＞　うし　［和牛肉］　ランプ　皮下脂肪なし　生,＜畜肉類＞　うし　［和牛肉］　ランプ　皮下脂肪なし　生,100,293.0,16.0,26.4,0.4,0.0,2.0,0.0,0.0,1.0
＜畜肉類＞　うし　［和牛肉］　ランプ　赤肉　生,＜畜肉類＞　うし　［和牛肉］　ランプ　赤肉　生,100,196.0,19.2,13.6,0.5,0.0,1.0,0.0,0.0,1.0
＜畜肉類＞　うし　［和牛肉］　ヒレ　赤肉　生,＜畜肉類＞　うし　［和牛肉］　ヒレ　赤肉　生,100,207.0,19.1,15.0,0.3,0.0,1.0,0.0,0.0,1.0
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　生,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　生,100,231.0,17.1,19.8,0.3,0.0,5.0,0.0,0.0,1.0
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　ゆで,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　ゆで,100,298.0,20.8,23.8,0.1,0.0,1.0,0.0,0.0,0.0
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　焼き,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　焼き,100,322.0,23.0,25.5,0.1,0.0,0.0,0.0,0.0,0.0
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　皮下脂肪なし　生,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　皮下脂肪なし　生,100,193.0,17.9,14.9,0.2,0.0,4.0,0.0,0.0,1.0
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　生,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　生,100,138.0,20.4,6.7,0.1,0.0,3.0,0.0,0.0,1.0
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　ゆで,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　ゆで,100,174.0,27.9,7.1,0.9,0.0,1.0,0.0,0.0,1.0
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　焼き,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　焼き,100,175.0,26.9,7.7,0.7,0.0,1.0,0.0,0.0,1.0
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身　生,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身　生,100,650.0,4.5,73.3,0.0,0.0,17.0,0.0,0.0,1.0
＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　脂身つき　生,＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　脂身つき　生,100,295.0,16.2,26.4,0.2,0.0,7.0,0.0,0.0,1.0
＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　皮下脂肪なし　生,＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　皮下脂肪なし　生,100,285.0,16.5,25.2,0.2,0.0,7.0,0.0,0.0,1.0
＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　赤肉　生,＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　赤肉　生,100,196.0,19.1,13.9,0.2,0.0,5.0,0.0,0.0,1.0
＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　生,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　生,100,380.0,14.1,37.1,0.2,0.0,13.0,0.0,0.0,1.0
＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　ゆで,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　ゆで,100,428.0,17.2,43.0,0.3,0.0,14.0,0.0,0.0,0.0
＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　焼き,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　焼き,100,457.0,20.4,45.0,0.3,0.0,14.0,0.0,0.0,1.0
＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　皮下脂肪なし　生,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　皮下脂肪なし　生,100,351.0,15.0,33.4,0.2,0.0,12.0,0.0,0.0,1.0
＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　赤肉　生,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　赤肉　生,100,230.0,18.8,17.8,0.3,0.0,10.0,0.0,0.0,2.0
＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身　生,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身　生,100,703.0,3.7,80.5,0.0,0.0,18.0,0.0,0.0,1.0
＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　脂身つき　生,＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　脂身つき　生,100,313.0,16.5,27.9,0.4,0.0,8.0,0.0,0.0,1.0
＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　皮下脂肪なし　生,＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　皮下脂肪なし　生,100,253.0,18.4,20.2,0.5,0.0,7.0,0.0,0.0,1.0
＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　赤肉　生,＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　赤肉　生,100,167.0,21.1,9.1,0.5,0.0,5.0,0.0,0.0,2.0
＜畜肉類＞　うし　［乳用肥育牛肉］　ばら　脂身つき　生,＜畜肉類＞　うし　［乳用肥育牛肉］　ばら　脂身つき　生,100,381.0,12.8,39.4,0.2,0.0,13.0,0.0,0.0,1.0
＜畜肉類＞　うし　［乳用肥育牛肉］　ばら　脂身つき　焼き,＜畜肉類＞　うし　［乳用肥育牛肉］　ばら　脂身つき　焼き,100,451.0,15.9,44.2,0.2,0.0,12.0,0.0,0.0,0.0
＜畜肉類＞　うし　［乳用肥育牛肉］　もも　脂身つき　生,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　脂身つき　生,100,196.0,19.5,13.3,0.4,0.0,3.0,0.0,0.0,1.0
＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　生,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　生,100,169.0,20.5,9.9,0.4,0.0,2.0,0.0,0.0,1.0
＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　ゆで,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　ゆで,100,235.0,28.4,13.8,0.5,0.0,0.0,0.0,0.0,0.0
＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　焼き,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　焼き,100,227.0,28.0,13.2,0.5,0.0,0.0,0.0,0.0,1.0
＜畜肉類＞　うし　［乳用肥育牛肉］　もも　赤肉　生,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　赤肉　生,100,130.0,21.9,4.9,0.4,0.0,1.0,0.0,0.0,1.0
＜畜肉類＞　うし　［乳用肥育牛肉］　もも　脂身　生,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　脂身　生,100,594.0,5.1,64.1,0.2,0.0,17.0,0.0,0.0,1.0
＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　脂身つき　生,＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　脂身つき　生,100,220.0,18.2,16.3,0.5,0.0,5.0,0.0,0.0,1.0
＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　皮下脂肪なし　生,＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　皮下脂肪なし　生,100,179.0,19.6,11.1,0.5,0.0,4.0,0.0,0.0,1.0
＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　赤肉　生,＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　赤肉　生,100,131.0,21.3,5.0,0.6,0.0,2.0,0.0,0.0,1.0
＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　脂身つき　生,＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　脂身つき　生,100,234.0,18.6,17.8,0.5,0.0,6.0,0.0,0.0,1.0
＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　皮下脂肪なし　生,＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　皮下脂肪なし　生,100,203.0,19.7,13.9,0.5,0.0,5.0,0.0,0.0,1.0
＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　赤肉　生,＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　赤肉　生,100,142.0,22.0,6.1,0.6,0.0,3.0,0.0,0.0,2.0
＜畜肉類＞　うし　［乳用肥育牛肉］　ヒレ　赤肉　生,＜畜肉類＞　うし　［乳用肥育牛肉］　ヒレ　赤肉　生,100,177.0,20.8,11.2,0.4,0.0,4.0,0.0,0.0,1.0
＜畜肉類＞　うし　［乳用肥育牛肉］　ヒレ　赤肉　焼き,＜畜肉類＞　うし　［乳用肥育牛肉］　ヒレ　赤肉　焼き,100,238.0,27.2,15.2,0.4,0.0,3.0,0.0,0.0,0.0
＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　生,＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　生,100,489.0,12.0,51.8,0.2,0.0,3.0,0.0,0.0,1.0
＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　ゆで,＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　ゆで,100,540.0,13.2,56.5,0.1,0.0,0.0,0.0,0.0,0.0
＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　焼き,＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　焼き,100,575.0,14.5,60.1,0.2,0.0,0.0,0.0,0.0,0.0
＜畜肉類＞　うし　［交雑牛肉］　リブロース　皮下脂肪なし　生,＜畜肉類＞　うし　［交雑牛肉］　リブロース　皮下脂肪なし　生,100,438.0,13.6,45.2,0.3,0.0,3.0,0.0,0.0,1.0
＜畜肉類＞　うし　［交雑牛肉］　リブロース　赤肉　生,＜畜肉類＞　うし　［交雑牛肉］　リブロース　赤肉　生,100,338.0,16.7,32.3,0.4,0.0,2.0,0.0,0.0,1.0
＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身　生,＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身　生,100,759.0,3.6,86.7,0.0,0.0,5.0,0.0,0.0,0.0
＜畜肉類＞　うし　［交雑牛肉］　ばら　脂身つき　生,＜畜肉類＞　うし　［交雑牛肉］　ばら　脂身つき　生,100,445.0,12.2,44.4,0.3,0.0,3.0,0.0,0.0,1.0
＜畜肉類＞　うし　［交雑牛肉］　もも　脂身つき　生,＜畜肉類＞　うし　［交雑牛肉］　もも　脂身つき　生,100,312.0,16.4,28.9,0.3,0.0,2.0,0.0,0.0,1.0
＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　生,＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　生,100,250.0,18.3,21.6,0.4,0.0,1.0,0.0,0.0,1.0
＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　ゆで,＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　ゆで,100,331.0,25.7,28.2,0.2,0.0,0.0,0.0,0.0,0.0
＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　焼き,＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　焼き,100,313.0,25.0,27.6,0.4,0.0,1.0,0.0,0.0,1.0
＜畜肉類＞　うし　［交雑牛肉］　もも　赤肉　生,＜畜肉類＞　うし　［交雑牛肉］　もも　赤肉　生,100,222.0,19.3,17.5,0.4,0.0,1.0,0.0,0.0,1.0
